latitude,longitude,time,depth,TEMP,timestamp,wild_id,month
40.97989654541016,-29.0,2009-06-15,1,17.491,2009-06-15 00:00:00,wt-80717,2009-06
41.35628890991211,-29.5,2009-06-15,1,17.452,2009-06-15 00:00:00,wt-80717,2009-06
41.35628890991211,-29.0,2009-06-15,1,17.348,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-39.0,2009-06-15,1,17.494,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-38.5,2009-06-15,1,17.47,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-33.5,2009-06-15,1,17.475,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-33.0,2009-06-15,1,17.456,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-32.5,2009-06-15,1,17.467,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-32.0,2009-06-15,1,17.485,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-30.5,2009-06-15,1,17.479,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-30.0,2009-06-15,1,17.405,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-29.5,2009-06-15,1,17.318,2009-06-15 00:00:00,wt-80717,2009-06
41.73051071166992,-29.0,2009-06-15,1,17.225,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-40.0,2009-06-15,1,17.457,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-39.5,2009-06-15,1,17.353,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-39.0,2009-06-15,1,17.301000000000002,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-38.5,2009-06-15,1,17.326,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-38.0,2009-06-15,1,17.322,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-37.5,2009-06-15,1,17.381,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-37.0,2009-06-15,1,17.435,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-36.5,2009-06-15,1,17.473,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-36.0,2009-06-15,1,17.487000000000002,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-35.5,2009-06-15,1,17.465,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-35.0,2009-06-15,1,17.415,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-34.5,2009-06-15,1,17.362000000000002,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-34.0,2009-06-15,1,17.319,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-33.5,2009-06-15,1,17.292,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-33.0,2009-06-15,1,17.279,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-32.5,2009-06-15,1,17.297,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-32.0,2009-06-15,1,17.314,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-31.5,2009-06-15,1,17.349,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-31.0,2009-06-15,1,17.349,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-30.5,2009-06-15,1,17.315,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-30.0,2009-06-15,1,17.246,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-29.5,2009-06-15,1,17.17,2009-06-15 00:00:00,wt-80717,2009-06
42.102569580078125,-29.0,2009-06-15,1,17.091,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-40.5,2009-06-15,1,17.38,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-40.0,2009-06-15,1,17.249,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-39.5,2009-06-15,1,17.153,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-39.0,2009-06-15,1,17.108,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-38.5,2009-06-15,1,17.093,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-38.0,2009-06-15,1,17.135,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-37.5,2009-06-15,1,17.17,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-37.0,2009-06-15,1,17.225,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-36.5,2009-06-15,1,17.253,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-36.0,2009-06-15,1,17.271,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-35.5,2009-06-15,1,17.257,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-35.0,2009-06-15,1,17.22,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-34.5,2009-06-15,1,17.182,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-34.0,2009-06-15,1,17.145,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-33.5,2009-06-15,1,17.13,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-33.0,2009-06-15,1,17.119,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-32.5,2009-06-15,1,17.139,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-32.0,2009-06-15,1,17.152,2009-06-15 00:00:00,wt-80717,2009-06
42.47245788574219,-31.5,2009-06-15,1,17.178,2009-06-15 00:00:00,wt-80717,2009-06
