latitude,longitude,time,depth,TEMP,timestamp,wild_id,month
52.25381088256836,-49.0,2009-07-15,1,9.671,2009-07-15 00:00:00,wt-80717,2009-07
52.558837890625,-49.5,2009-07-15,1,8.983,2009-07-15 00:00:00,wt-80717,2009-07
52.861759185791016,-49.0,2009-07-15,1,9.523,2009-07-15 00:00:00,wt-80717,2009-07
53.16258239746094,-49.0,2009-07-15,1,9.237,2009-07-15 00:00:00,wt-80717,2009-07
53.16258239746094,-48.5,2009-07-15,1,9.426,2009-07-15 00:00:00,wt-80717,2009-07
53.16258239746094,-48.0,2009-07-15,1,9.518,2009-07-15 00:00:00,wt-80717,2009-07
53.16258239746094,-47.5,2009-07-15,1,9.582,2009-07-15 00:00:00,wt-80717,2009-07
53.16258239746094,-47.0,2009-07-15,1,9.681,2009-07-15 00:00:00,wt-80717,2009-07
53.461307525634766,-49.0,2009-07-15,1,9.046,2009-07-15 00:00:00,wt-80717,2009-07
53.461307525634766,-48.5,2009-07-15,1,9.186,2009-07-15 00:00:00,wt-80717,2009-07
53.461307525634766,-48.0,2009-07-15,1,9.275,2009-07-15 00:00:00,wt-80717,2009-07
53.461307525634766,-47.5,2009-07-15,1,9.341,2009-07-15 00:00:00,wt-80717,2009-07
53.461307525634766,-47.0,2009-07-15,1,9.427,2009-07-15 00:00:00,wt-80717,2009-07
53.461307525634766,-46.5,2009-07-15,1,9.568,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-48.5,2009-07-15,1,9.047,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-48.0,2009-07-15,1,9.157,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-47.5,2009-07-15,1,9.205,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-47.0,2009-07-15,1,9.231,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-46.5,2009-07-15,1,9.301,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-46.0,2009-07-15,1,9.407,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-45.5,2009-07-15,1,9.539,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-45.0,2009-07-15,1,9.594,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-44.5,2009-07-15,1,9.641,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-44.0,2009-07-15,1,9.644,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-43.5,2009-07-15,1,9.638,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-43.0,2009-07-15,1,9.568,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-42.5,2009-07-15,1,9.478,2009-07-15 00:00:00,wt-80717,2009-07
53.75794982910156,-42.0,2009-07-15,1,9.398,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-48.0,2009-07-15,1,9.099,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-47.5,2009-07-15,1,9.127,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-47.0,2009-07-15,1,9.082,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-46.5,2009-07-15,1,9.044,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-46.0,2009-07-15,1,9.077,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-45.5,2009-07-15,1,9.195,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-45.0,2009-07-15,1,9.268,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-44.5,2009-07-15,1,9.341,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-44.0,2009-07-15,1,9.339,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-43.5,2009-07-15,1,9.308,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-43.0,2009-07-15,1,9.221,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-42.5,2009-07-15,1,9.134,2009-07-15 00:00:00,wt-80717,2009-07
54.05250930786133,-42.0,2009-07-15,1,9.08,2009-07-15 00:00:00,wt-80717,2009-07
54.344993591308594,-44.5,2009-07-15,1,9.032,2009-07-15 00:00:00,wt-80717,2009-07
54.344993591308594,-44.0,2009-07-15,1,9.044,2009-07-15 00:00:00,wt-80717,2009-07
54.344993591308594,-43.5,2009-07-15,1,9.014,2009-07-15 00:00:00,wt-80717,2009-07
